Squeezing [dB],Operators,Bipartition ID,Bipartition 1,Bipartition 2
3.010299956639812,"('n_x_0', 'n_p_0')",635,"[3, 4, 5, 6, 7, 10]","[1, 2, 8, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",636,"[1, 3, 4, 5, 6, 7, 10]","[2, 8, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",637,"[2, 3, 4, 5, 6, 7, 10]","[1, 8, 9, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,"('n_x_0', 'n_p_0')",638,"[1, 2, 3, 4, 5, 6, 7, 10]","[8, 9, 11, 12, 13, 14, 15, 16]"
4.259687322722812,"('n_x_0+n_x_2', 'n_p_0+n_p_5+n_p_17+n_p_20')",423,"[4, 6, 8, 9]","[1, 2, 3, 5, 7, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_1', 'n_p_0-n_p_4-n_p_7')",609,"[2, 6, 7, 10]","[1, 3, 4, 5, 8, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_0-n_p_7+n_p_8')",615,"[4, 6, 7, 10]","[1, 2, 3, 5, 8, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",642,"[1, 2, 8, 10]","[3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
4.259687322722812,"('n_x_0+n_x_5-n_x_10', 'n_p_0-n_p_8+n_p_17')",511,[10],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0-n_x_2', 'n_p_0-n_p_19')",644,"[1, 3, 8, 10]","[2, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_0+n_p_5-n_p_6')",623,"[5, 6, 7, 10]","[1, 2, 3, 4, 8, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0-n_p_2')",646,"[1, 2, 3, 8, 10]","[4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0-n_x_2', 'n_p_0-n_p_8')",645,"[2, 3, 8, 10]","[1, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_8')",648,"[1, 4, 8, 10]","[2, 3, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_4', 'n_p_2+n_p_10+n_p_12')",640,"[1, 8, 10]","[2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0-n_p_2')",650,"[1, 2, 4, 8, 10]","[3, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_6')",651,"[3, 4, 8, 10]","[1, 2, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",652,"[1, 3, 4, 8, 10]","[2, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",653,"[2, 3, 4, 8, 10]","[1, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",654,"[1, 2, 3, 4, 8, 10]","[5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0-n_x_2', 'n_p_0+n_p_19')",649,"[2, 4, 8, 10]","[1, 3, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0-n_x_8', 'n_p_2-n_p_5+n_p_10')",641,"[2, 8, 10]","[1, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
4.259687322722812,"('n_x_2+n_x_5-n_x_10', 'n_p_0-n_p_8+n_p_17')",515,"[3, 10]","[1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",658,"[1, 2, 5, 8, 10]","[3, 4, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0-n_x_6', 'n_p_0-n_p_3+n_p_8')",647,"[4, 8, 10]","[1, 2, 3, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_7')",660,"[1, 3, 5, 8, 10]","[2, 4, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_4')",661,"[2, 3, 5, 8, 10]","[1, 4, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",662,"[1, 2, 3, 5, 8, 10]","[4, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_1', 'n_p_0+n_p_7+n_p_8')",656,"[1, 5, 8, 10]","[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_7')",664,"[1, 4, 5, 8, 10]","[2, 3, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_4')",665,"[2, 4, 5, 8, 10]","[1, 3, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",666,"[1, 2, 4, 5, 8, 10]","[3, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_6')",667,"[3, 4, 5, 8, 10]","[1, 2, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",668,"[1, 3, 4, 5, 8, 10]","[2, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",669,"[2, 3, 4, 5, 8, 10]","[1, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",670,"[1, 2, 3, 4, 5, 8, 10]","[6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_1', 'n_p_0-n_p_4+n_p_7')",657,"[2, 5, 8, 10]","[1, 3, 4, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_0+n_p_7+n_p_8')",663,"[4, 5, 8, 10]","[1, 2, 3, 6, 7, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_1', 'n_p_0+n_p_8+n_p_20')",672,"[1, 6, 8, 10]","[2, 3, 4, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",674,"[1, 2, 6, 8, 10]","[3, 4, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_1', 'n_p_0-n_p_4+n_p_20')",673,"[2, 6, 8, 10]","[1, 3, 4, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_19')",676,"[1, 3, 6, 8, 10]","[2, 4, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_4')",677,"[2, 3, 6, 8, 10]","[1, 4, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",678,"[1, 2, 3, 6, 8, 10]","[4, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
4.259687322722812,"('n_x_0+n_x_5', 'n_p_2-n_p_8+n_p_14+n_p_17')",519,"[4, 10]","[1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0+n_p_8')",680,"[1, 4, 6, 8, 10]","[2, 3, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_4')",681,"[2, 4, 6, 8, 10]","[1, 3, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",682,"[1, 2, 4, 6, 8, 10]","[3, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_6')",683,"[3, 4, 6, 8, 10]","[1, 2, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",684,"[1, 3, 4, 6, 8, 10]","[2, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",685,"[2, 3, 4, 6, 8, 10]","[1, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",686,"[1, 2, 3, 4, 6, 8, 10]","[5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_0+n_p_8+n_p_20')",679,"[4, 6, 8, 10]","[1, 2, 3, 5, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_6')",688,"[1, 5, 6, 8, 10]","[2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_4')",689,"[2, 5, 6, 8, 10]","[1, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",690,"[1, 2, 5, 6, 8, 10]","[3, 4, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_12')",691,"[3, 5, 6, 8, 10]","[1, 2, 4, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",692,"[1, 3, 5, 6, 8, 10]","[2, 4, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",693,"[2, 3, 5, 6, 8, 10]","[1, 4, 7, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",694,"[1, 2, 3, 5, 6, 8, 10]","[4, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_8')",695,"[4, 5, 6, 8, 10]","[1, 2, 3, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",696,"[1, 4, 5, 6, 8, 10]","[2, 3, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",697,"[2, 4, 5, 6, 8, 10]","[1, 3, 7, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",698,"[1, 2, 4, 5, 6, 8, 10]","[3, 7, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",699,"[3, 4, 5, 6, 8, 10]","[1, 2, 7, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",700,"[1, 3, 4, 5, 6, 8, 10]","[2, 7, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",701,"[2, 3, 4, 5, 6, 8, 10]","[1, 7, 9, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,"('n_x_0', 'n_p_0')",702,"[1, 2, 3, 4, 5, 6, 8, 10]","[7, 9, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_1', 'n_p_0+n_p_6')",703,"[7, 8, 10]","[1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_1', 'n_p_0+n_p_6')",704,"[1, 7, 8, 10]","[2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_1', 'n_p_0+n_p_6')",705,"[2, 7, 8, 10]","[1, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_1')",706,"[1, 2, 7, 8, 10]","[3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_6')",707,"[3, 7, 8, 10]","[1, 2, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",708,"[1, 3, 7, 8, 10]","[2, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",709,"[2, 3, 7, 8, 10]","[1, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",710,"[1, 2, 3, 7, 8, 10]","[4, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_6')",711,"[4, 7, 8, 10]","[1, 2, 3, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",712,"[1, 4, 7, 8, 10]","[2, 3, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",713,"[2, 4, 7, 8, 10]","[1, 3, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",714,"[1, 2, 4, 7, 8, 10]","[3, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_6')",715,"[3, 4, 7, 8, 10]","[1, 2, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",716,"[1, 3, 4, 7, 8, 10]","[2, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",717,"[2, 3, 4, 7, 8, 10]","[1, 5, 6, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",718,"[1, 2, 3, 4, 7, 8, 10]","[5, 6, 9, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_0+n_p_5-n_p_6')",687,"[5, 6, 8, 10]","[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_1')",720,"[1, 5, 7, 8, 10]","[2, 3, 4, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_1')",721,"[2, 5, 7, 8, 10]","[1, 3, 4, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",722,"[1, 2, 5, 7, 8, 10]","[3, 4, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_6')",723,"[3, 5, 7, 8, 10]","[1, 2, 4, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",724,"[1, 3, 5, 7, 8, 10]","[2, 4, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",725,"[2, 3, 5, 7, 8, 10]","[1, 4, 6, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",726,"[1, 2, 3, 5, 7, 8, 10]","[4, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_6')",727,"[4, 5, 7, 8, 10]","[1, 2, 3, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",728,"[1, 4, 5, 7, 8, 10]","[2, 3, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",729,"[2, 4, 5, 7, 8, 10]","[1, 3, 6, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",730,"[1, 2, 4, 5, 7, 8, 10]","[3, 6, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",731,"[3, 4, 5, 7, 8, 10]","[1, 2, 6, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",732,"[1, 3, 4, 5, 7, 8, 10]","[2, 6, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",733,"[2, 3, 4, 5, 7, 8, 10]","[1, 6, 9, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,"('n_x_0', 'n_p_0')",734,"[1, 2, 3, 4, 5, 7, 8, 10]","[6, 9, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_1', 'n_p_0+n_p_6')",719,"[5, 7, 8, 10]","[1, 2, 3, 4, 6, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_1')",736,"[1, 6, 7, 8, 10]","[2, 3, 4, 5, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_1')",737,"[2, 6, 7, 8, 10]","[1, 3, 4, 5, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",738,"[1, 2, 6, 7, 8, 10]","[3, 4, 5, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_6')",739,"[3, 6, 7, 8, 10]","[1, 2, 4, 5, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",740,"[1, 3, 6, 7, 8, 10]","[2, 4, 5, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",741,"[2, 3, 6, 7, 8, 10]","[1, 4, 5, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",742,"[1, 2, 3, 6, 7, 8, 10]","[4, 5, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_6')",743,"[4, 6, 7, 8, 10]","[1, 2, 3, 5, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",744,"[1, 4, 6, 7, 8, 10]","[2, 3, 5, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",745,"[2, 4, 6, 7, 8, 10]","[1, 3, 5, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",746,"[1, 2, 4, 6, 7, 8, 10]","[3, 5, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",747,"[3, 4, 6, 7, 8, 10]","[1, 2, 5, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",748,"[1, 3, 4, 6, 7, 8, 10]","[2, 5, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",749,"[2, 3, 4, 6, 7, 8, 10]","[1, 5, 9, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,"('n_x_0', 'n_p_0')",750,"[1, 2, 3, 4, 6, 7, 8, 10]","[5, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_1')",751,"[5, 6, 7, 8, 10]","[1, 2, 3, 4, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",752,"[1, 5, 6, 7, 8, 10]","[2, 3, 4, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",753,"[2, 5, 6, 7, 8, 10]","[1, 3, 4, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",754,"[1, 2, 5, 6, 7, 8, 10]","[3, 4, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",755,"[3, 5, 6, 7, 8, 10]","[1, 2, 4, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",756,"[1, 3, 5, 6, 7, 8, 10]","[2, 4, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",757,"[2, 3, 5, 6, 7, 8, 10]","[1, 4, 9, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,"('n_x_0', 'n_p_0')",758,"[1, 2, 3, 5, 6, 7, 8, 10]","[4, 9, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",759,"[4, 5, 6, 7, 8, 10]","[1, 2, 3, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",760,"[1, 4, 5, 6, 7, 8, 10]","[2, 3, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",761,"[2, 4, 5, 6, 7, 8, 10]","[1, 3, 9, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,"('n_x_0', 'n_p_0')",762,"[1, 2, 4, 5, 6, 7, 8, 10]","[3, 9, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",763,"[3, 4, 5, 6, 7, 8, 10]","[1, 2, 9, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,"('n_x_0', 'n_p_0')",764,"[1, 3, 4, 5, 6, 7, 8, 10]","[2, 9, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,"('n_x_0', 'n_p_0')",765,"[2, 3, 4, 5, 6, 7, 8, 10]","[1, 9, 11, 12, 13, 14, 15, 16]"
0.5799194697768675,"('n_x_0', 'n_p_0')",766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]","[9, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_1', 'n_p_0+n_p_6')",735,"[6, 7, 8, 10]","[1, 2, 3, 4, 5, 9, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",768,"[1, 9, 10]","[2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",769,"[2, 9, 10]","[1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",770,"[1, 2, 9, 10]","[3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0+n_x_2', 'n_p_0-n_p_5')",767,"[9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",772,"[1, 3, 9, 10]","[2, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",773,"[2, 3, 9, 10]","[1, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",774,"[1, 2, 3, 9, 10]","[4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_0-n_p_5')",775,"[4, 9, 10]","[1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",776,"[1, 4, 9, 10]","[2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_0-n_p_5')",771,"[3, 9, 10]","[1, 2, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",777,"[2, 4, 9, 10]","[1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",778,"[1, 2, 4, 9, 10]","[3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_1+n_p_2')",780,"[1, 3, 4, 9, 10]","[2, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_1+n_p_2')",781,"[2, 3, 4, 9, 10]","[1, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",782,"[1, 2, 3, 4, 9, 10]","[5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_1+n_p_2-n_p_5-n_p_6')",779,"[3, 4, 9, 10]","[1, 2, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5+n_p_6+n_p_10')",784,"[1, 5, 9, 10]","[2, 3, 4, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5+n_p_6+n_p_10')",785,"[2, 5, 9, 10]","[1, 3, 4, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",786,"[1, 2, 5, 9, 10]","[3, 4, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_0-n_p_5+n_p_6')",783,"[5, 9, 10]","[1, 2, 3, 4, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5+n_p_10+n_p_19')",788,"[1, 3, 5, 9, 10]","[2, 4, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5+n_p_8+n_p_10')",789,"[2, 3, 5, 9, 10]","[1, 4, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",790,"[1, 2, 3, 5, 9, 10]","[4, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_5+n_p_7-n_p_20')",787,"[3, 5, 9, 10]","[1, 2, 4, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5-n_p_8+n_p_10')",792,"[1, 4, 5, 9, 10]","[2, 3, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5+n_p_10-n_p_19')",793,"[2, 4, 5, 9, 10]","[1, 3, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",794,"[1, 2, 4, 5, 9, 10]","[3, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_5+n_p_7-n_p_20')",791,"[4, 5, 9, 10]","[1, 2, 3, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_1-n_p_5+n_p_10-n_p_11')",795,"[3, 4, 5, 9, 10]","[1, 2, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_0-n_p_1-n_p_2+n_p_5')",796,"[1, 3, 4, 5, 9, 10]","[2, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_1')",798,"[1, 2, 3, 4, 5, 9, 10]","[6, 7, 8, 11, 12, 13, 14, 15, 16]"
